"Data Source","World Development Indicators",

"Last Updated Date","2019-10-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Turks and Caicos Islands","TCA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","8724","7379","10268","9081","10545","10224","11361","14196","16661","18617","21719","28369","32138","50152","51590","45489","51367","54476","63559","81467","99740","107111","110439","116506","104498","115702","130566","135324","145727","155059","163352","162776","163675","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16270","11939","11600","13451","14352","18417","18699","19227","21196","21309","19651","18759","17451","18375","14675","16538","19644","17221","18128","19276","19350","20329","20090","20064","18282","17171","",
"Togo","TGO","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Thailand","THA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","202","306","331","512","619","652","634","814","1041","1381","1867","1907","1906","2353","2816","3387","4355","5148","4592","4438","4488","4798","3874","4329","4554","5449","5221","5873","5839","4832","723","2997","5726","5832","6924","7138","6722","6886","",
"Tajikistan","TJK","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169","30","141","51","9","5","7","1","","1","2","6","","","","1","3","1","3","2","","1","","","",
"Turkmenistan","TKM","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170","50","16","5","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","18118","19087","17015","15103","14301","10632","10653","11432","10001","11275","13827","14346","17240","18712","21619","16916","22305","36674","34477","38749","42448","38249","37345","35788","37364","42138","46661","49769","51585","44029","46470","50661","54008","53989","55279","55995","50243","48021","",
"Timor-Leste","TLS","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","2394","2155","1824","1910","1950","1428","","1164","1256","1314","1362","1241","1012","1250","1224","1492","1548","","2191","1791","1821","1679","1605","1603","1890","2944","","4585","","","4757","4703","4455","4387","3992","3874","4185","4302","",
"Tonga","TON","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","2355","2069","2131","","2473","2670","2677","2708","2705","2770","3356","2999","2963","3279","3933","5973","7945","9590","8324","4157","7979","9853","10277","10707","14923","21307","25447","30920","32304","27500","32400","34830","35501","33592","31875","34396","33081","32679","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","123","","83","","","","","","","","","","54","62","70","63","110","154","107","120","154","239","221","231","205","205","278","317","280","","","","213","174","184","165","133","171","",
"Tunisia","TUN","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","214","183","","197","201","202","139","120","118","118","134","104","98","100","106","115","128","174","200","190","210","156","58","120","223","282","379","416","472","452","508","543","476","437","400","409","348","383","",
"Turkey","TUR","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","527","368","385","","447","461","552","760","747","886","1090","1057","1063","1057","1216","1520","735","1327","2276","2744","3156","2875","1424","348","235","218","160","211","176","177","177","228","232","269","331","489","618","380","",
"Tuvalu","TUV","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","88","","30","57","","30","","","37","23","","","","","","","","","","","","3","2","1","3","3","1","4","5","3","1","2","","3","4","1","","","",
"Uganda","UGA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","28","55","17","16","28","26","","21","21","14","13","4","11","","","","","","","","","","","","1","","","1","","","","","","4","3","","","","",
"Ukraine","UKR","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1909","555","1156","1257","1568","1631","1621","1604","1610","1153","1438","1689","2054","2416","2723","2872","2380","2756","2604","2464","2556","2356","2226","1862","1764","",
"Upper middle income","UMC","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","23572","21406","25205","23203","25319","28843","28562","43233","42431","47494","47312","58471","76666","95670","95897","92526","99184","103042","109320","124441","148142","160465","167808","177233","157974","170805","190398","203458","208465","216785","224463","217540","216686","",
"Uruguay","URY","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","213","227","157","174","147","105","124","101","144","111","","137","140","147","151","221","182","370","469","525","572","543","466","504","514","589","725","739","706","750","761","667","678","","639","532","","500","",
"United States","USA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","42231","44009","46309","44312","49443","51562","55721","63522","68644","76337","80520","84160","90922","84241","95522","104180","105054","101282","102246","116512","131100","148958","150200","153500","167407","182866","204182","214807","224733","231194","248249","255832","274033","283781","293706","301075","310244","313052","",
"Uzbekistan","UZB","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","295","64","19","53","367","","361","213","443","203","171","205","180","186","198","186","174","262","274","253","258","223","219","202","196","",
"St. Vincent and the Grenadines","VCT","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","2","","","","","","","","","","","","2","8","8","7","","3","",
"Venezuela, RB","VEN","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","1831","1980","1893","1482","1359","1303","1292","1369","","1184","1090","1128","1338","1489","1505","","1822","2323","","","2292","","2150","1984","1873","2232","2439","2479","2325","2051","1773","1564","1461","1389","1377","928","560","338","",
"British Virgin Islands","VGB","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","","2","16","17","25","49","193","270","659","929","1234","1080","1107","1205","1234","1142","1072","1328","1767","1970","2641","2995","2632","3276","3260","3423","3552","3960","4451","4668","4790","",
"Vanuatu","VUT","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","229735","218920","225612","240599","247456","243588","232713","255200","245061","264196","309182","347116","384611","409205","426853","447515","495626","495023","494509","533020","592293","637188","669522","684324","633251","674241","713148","745329","773102","795600","820291","817323","821403","",
"Samoa","WSM","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","2","","","","","4","","","","","","2","","","","2","3","","","","","","","7","2","","","11","","","","","","","99","3","","","",
"Kosovo","XKX","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","30","22","18","19","13","27","23","34","24","","","55","37","49","37","24","25","16","13","",
"South Africa","ZAF","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","5024","5694","6585","5479","6275","5849","5046","4844","4905","4842","4943","4654","4423","4282","4968","5482","6115","6917","7190","3002","2400","5427","5617","5303","5833","6001","6739","7402","7081","5913","5562","6589","6836","6657","6750","6608","6506","6816","",
"Zambia","ZMB","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","113","107","91","91","79","105","108","99","74","50","50","47","64","60","","39","36","","","34","","25","6","10","27","22","9","20","17","9","12","21","31","26","25","12","18","10","",
"Zimbabwe","ZWE","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","281","274","230","237","191","205","206","200","144","138","159","128","161","136","","125","122","","","","","","","","","","","","","","","","","","","19","5","","",
